caseid;weight;q3new_treat;q5b_treat;q12a_treat;q12_treat;q15_treat;Q1_risks_1;Q1_risks_2;Q1_risks_3;Q1_risks_4;Q1_risks_5;Q1_risks_6;Q1_risks_7;Q1_risks_8;Q1_risks_9;Q1_risks_10;Q1_risks_11;Q1_risks_12;Q1_risks_13;Q1_risks_14;Q1_risks_15;Q1_1;Q2_1;Q1_2;Q2_2;Q1_3;Q2_3;Q1_4;Q2_4;Q1_5;Q2_5;Q1_6;Q2_6;Q1_7;Q2_7;Q1_8;Q2_8;Q1_9;Q2_9;Q1_10;Q2_10;Q1_11;Q2_11;Q1_12;Q2_12;Q1_13;Q2_13;Q1_14;Q2_14;Q1_15;Q2_15;Q3new_1;Q3new_2;Q3new_3;Q3new_4;Q3new_5;Q3new_6;Q3new_7;Q3new_8;Q3new_9;Q3new_10;Q3new_11;Q4_1;Q4_2;Q4_3;Q4_4;Q4_5;Q5_tasks_1;Q5_tasks_2;Q5_tasks_3;Q5_tasks_4;Q5_tasks_5;Q5_tasks_6;Q5_tasks_7;Q5_tasks_8;Q5_tasks_9;Q5_tasks_10;Q5_tasks_11;Q5_tasks_12;Q5_tasks_13;Q5_tasks_14;Q5;Q5b;Q6_org_1;Q6_org_2;Q6_org_3;Q6_org_4;Q6_org_5;Q6_org_6;Q6_org_7;Q6_org_8;Q6_org_9;Q6_org_10;Q6_org_11;Q6_org_12;Q6_org_13;Q6_org_14;Q6_org_15;Q6_1;Q6_2;Q6_3;Q6_4;Q6_5;Q6_6;Q6_7;Q6_8;Q6_9;Q6_10;Q6_11;Q6_12;Q6_13;Q6_14;Q6_15;Q7_org_1;Q7_org_2;Q7_org_3;Q7_org_4;Q7_org_5;Q7_org_6;Q7_org_7;Q7_org_8;Q7_org_9;Q7_org_10;Q7_org_11;Q7_org_12;Q7_org_13;Q7_1;Q7_2;Q7_3;Q7_4;Q7_5;Q7_6;Q7_7;Q7_8;Q7_9;Q7_10;Q7_11;Q7_12;Q7_13;Q8_challenge_1;Q8_challenge_2;Q8_challenge_3;Q8_challenge_4;Q8_challenge_5;Q8_challenge_6;Q8_challenge_7;Q8_challenge_8;Q8_challenge_9;Q8_challenge_10;Q8_challenge_11;Q8_challenge_12;Q8_challenge_13;Q8_1;Q9_1;Q10_1;Q8_2;Q9_2;Q10_2;Q8_3;Q9_3;Q10_3;Q8_4;Q9_4;Q10_4;Q8_5;Q9_5;Q10_5;Q8_6;Q9_6;Q10_6;Q8_7;Q9_7;Q10_7;Q8_8;Q9_8;Q10_8;Q8_9;Q9_9;Q10_9;Q8_10;Q9_10;Q10_10;Q8_11;Q9_11;Q10_11;Q8_12;Q9_12;Q10_12;Q8_13;Q9_13;Q10_13;Q12a;Q12b;Q12;Q13;Q14_issue_1;Q14_issue_2;Q14_issue_3;Q14_issue_4;Q14_issue_5;Q14_1;Q14_2;Q14_3;Q14_4;Q14_5;Q15;Q16_1;Q16_2;Q16_3;Q17;Q18;birthyr;gender;race;educ;marstat;employ;faminc_new;pid3;pid7;inputstate;votereg;ideo5;newsint;religpew;pew_churatd;pew_bornagain;pew_religimp;pew_prayer;starttime;endtime
391479938;9,93387E+13;3;2;2;2;3;1;9;9;9;9;9;9;9;9;1;9;9;1;1;1;1;1;99;9;99;9;99;9;99;9;99;9;99;9;99;9;99;9;3;2;99;9;99;9;5;3;6;2;3;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;1;9;9;1;9;9;1;9;9;9;9;1;1;1;9;2;1;9;9;9;9;1;9;1;9;9;9;1;9;1;1;9;9;9;9;9;3;9;3;9;9;9;2;9;3;3;9;1;1;9;9;9;9;1;1;9;1;9;9;9;4;4;9;9;9;9;3;3;9;2;9;9;9;1;9;1;9;1;1;1;9;9;9;9;9;9;5;4;1;99;99;9;5;3;1;99;99;9;3;3;1;6;4;1;5;5;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;9;2;1;2;1;1;9;9;1;3;3;99;99;1;3;3;5;6;4;4;1929;1;1;6;1;2;11;3;5;6;1;5;1;1;5;2;3;7;08/06/2018;08/06/2018
391497544;1,19216E+14;4;2;2;2;3;9;1;9;1;9;9;9;9;9;1;1;9;9;9;1;99;9;7;1;99;9;2;5;99;9;99;9;99;9;99;9;99;9;2;3;1;2;99;9;99;9;99;9;4;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;9;9;9;1;1;9;1;9;9;9;9;1;9;1;5;1;9;1;1;1;9;9;1;9;9;9;9;9;9;9;1;9;4;4;4;9;9;4;9;9;9;9;9;9;9;4;1;1;9;9;9;1;1;9;9;9;9;1;9;4;4;9;9;9;4;4;9;9;9;9;4;9;9;1;1;9;9;9;1;1;9;9;1;9;9;99;99;9;4;3;1;4;5;1;99;99;9;99;99;9;99;99;9;2;2;1;8;8;1;99;99;9;99;99;9;2;3;1;99;99;9;99;99;9;9;2;1;5;1;9;1;1;9;1;99;4;3;99;5;5;4;6;5;5;1946;1;1;2;1;1;8;3;4;22;1;3;1;2;4;2;2;3;08/06/2018;08/06/2018
391497553;1,44171E+14;4;3;2;2;4;9;9;1;1;9;9;1;9;9;9;9;9;1;1;9;99;9;99;9;4;2;3;4;99;9;99;9;3;4;99;9;99;9;99;9;99;9;99;9;3;3;4;3;99;9;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;9;9;9;1;9;1;9;9;9;9;1;9;1;1;3;1;9;1;9;9;9;9;9;1;9;1;9;9;9;1;1;9;3;9;9;9;9;9;3;9;3;9;9;9;5;3;1;1;9;9;9;9;9;9;1;1;9;9;1;4;3;9;9;9;9;9;9;4;3;9;9;5;1;1;1;9;9;9;1;1;9;9;9;9;9;5;4;1;5;4;1;4;4;2;99;99;9;99;99;9;99;99;9;5;5;1;4;4;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;9;2;3;5;9;1;1;9;1;99;3;3;99;3;4;4;5;5;4;4;1947;2;1;2;4;5;5;2;7;12;1;5;1;11;6;2;2;6;08/06/2018;08/06/2018
391499904;1,59423E+14;3;2;1;2;1;9;9;9;1;9;1;9;9;9;9;1;1;9;1;9;99;9;99;9;99;9;4;3;99;9;3;3;99;9;99;9;99;9;99;9;6;4;3;3;99;9;4;4;99;9;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;9;9;9;9;1;9;9;1;1;9;9;9;1;4;1;9;1;1;9;9;9;9;1;9;9;9;9;1;1;9;9;3;3;9;9;9;9;3;9;9;9;9;3;3;9;9;9;9;1;1;1;9;9;1;1;9;9;9;9;9;9;4;3;3;9;9;3;3;9;9;9;9;1;1;9;9;9;9;9;9;1;9;1;1;99;99;9;5;6;1;5;5;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;6;6;1;99;99;9;7;6;1;5;4;1;3;9;1;3;1;1;9;9;1;5;2;99;99;3;3;5;6;7;3;3;1944;1;1;1;1;5;4;2;7;6;1;4;1;2;2;1;1;2;08/06/2018;08/06/2018
391503208;1,05293E+14;1;3;2;3;4;9;9;9;9;1;1;1;1;9;9;1;9;9;9;9;99;9;99;9;99;9;99;9;6;3;4;4;5;5;5;4;99;9;99;9;7;4;99;9;99;9;99;9;99;9;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;9;9;9;1;1;1;9;9;9;9;1;9;9;1;1;2;9;9;9;1;1;9;1;1;9;1;9;9;9;9;9;9;9;9;2;2;9;1;2;9;2;9;9;9;9;9;9;1;9;1;9;9;1;9;9;1;9;1;9;9;3;9;2;9;9;2;9;9;2;9;1;9;9;9;9;1;1;9;9;1;9;9;9;1;1;99;99;9;99;99;9;99;99;9;5;6;1;5;5;1;99;99;9;99;99;9;4;5;2;99;99;9;99;99;9;99;99;9;4;6;2;3;3;3;9;2;5;1;9;1;9;1;1;99;4;99;5;4;5;7;7;7;1;2;1982;1;1;5;5;1;8;1;1;27;1;1;1;11;6;2;4;7;08/06/2018;08/06/2018
391505779;8,32861E+14;1;2;1;1;4;9;1;9;1;9;1;9;9;1;1;9;9;9;9;9;99;9;3;4;99;9;2;3;99;9;2;3;99;9;99;9;2;4;2;3;99;9;99;9;99;9;99;9;99;9;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;9;1;9;9;1;1;9;1;9;9;9;1;9;9;3;2;9;1;9;9;1;1;9;9;1;9;9;1;9;9;9;9;2;9;9;3;2;9;9;2;9;9;3;9;9;9;1;9;1;1;9;9;9;9;1;9;9;9;1;2;9;3;2;9;9;9;9;4;9;9;9;3;9;9;1;9;1;9;1;9;9;1;1;9;9;99;99;9;99;99;9;1;5;3;99;99;9;1;7;2;99;99;9;3;7;4;99;99;9;99;99;9;1;6;4;1;6;1;99;99;9;99;99;9;3;9;3;4;1;9;1;9;1;3;99;5;99;4;3;3;5;2;3;5;1974;1;1;3;5;2;2;1;2;6;1;4;2;11;5;2;2;6;09/06/2018;09/06/2018
391513273;9,80738E+13;2;3;2;4;2;9;9;9;9;9;9;1;9;1;9;1;1;1;9;9;99;9;99;9;99;9;99;9;99;9;99;9;3;4;99;9;3;3;99;9;5;4;4;3;4;3;99;9;99;9;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;9;9;1;9;1;9;1;9;9;9;9;9;2;1;9;1;1;9;9;1;9;9;9;9;9;9;1;9;1;9;2;2;9;9;2;9;9;9;9;9;9;2;9;2;9;9;9;9;1;1;9;1;1;9;9;1;9;9;9;9;9;2;2;9;3;3;9;9;2;9;1;9;1;9;9;9;9;9;9;1;1;9;1;5;6;2;99;99;9;6;6;2;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;4;6;2;4;6;2;99;99;9;5;6;2;9;4;2;4;1;1;9;9;1;4;4;99;99;4;5;6;7;7;2;2;1967;2;1;5;1;1;7;3;4;36;2;3;1;9;6;2;4;7;07/06/2018;12/06/2018
391529244;1,02609E+14;4;3;1;2;1;9;9;9;9;1;9;9;9;9;1;1;9;1;1;9;99;9;99;9;99;9;99;9;4;3;99;9;99;9;99;9;99;9;2;3;7;4;99;9;3;3;4;4;99;9;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;2;1;9;9;1;9;1;9;9;9;1;9;9;1;9;2;1;9;1;1;1;9;9;9;9;9;9;9;1;9;9;1;9;3;3;2;9;9;9;9;9;9;9;3;9;9;2;9;9;9;1;9;9;9;1;1;1;9;9;1;9;9;9;4;9;9;9;3;3;3;9;9;2;9;1;1;1;9;9;9;1;9;9;9;9;1;99;99;9;4;4;1;4;4;1;5;5;1;99;99;9;99;99;9;99;99;9;5;4;1;99;99;9;99;99;9;99;99;9;99;99;9;5;5;1;2;9;1;4;9;1;1;9;1;99;2;2;99;2;3;3;4;6;3;4;1965;2;1;5;1;4;12;2;7;42;1;5;1;1;3;2;2;5;07/06/2018;07/06/2018
391532633;1,06544E+14;2;2;2;4;1;9;1;9;9;9;1;9;9;9;9;9;1;9;1;1;99;9;5;3;99;9;99;9;99;9;4;4;99;9;99;9;99;9;99;9;99;9;4;4;99;9;7;5;6;5;1;2;2;1;1;1;1;1;2;1;2;2;2;2;2;1;9;1;1;9;9;1;9;9;9;1;1;9;9;9;2;1;9;9;1;1;1;9;9;9;1;9;9;9;1;9;9;9;9;3;2;2;9;9;9;3;9;9;9;3;9;9;9;1;1;9;9;1;9;9;9;9;1;9;1;9;3;3;9;9;2;9;9;9;9;3;9;3;9;9;1;9;9;1;9;1;9;9;1;9;1;99;99;9;99;99;9;4;4;1;99;99;9;99;99;9;6;6;1;99;99;9;6;6;1;99;99;9;99;99;9;5;5;1;99;99;9;6;6;1;9;2;2;2;1;1;9;9;1;5;5;99;99;5;3;5;6;5;2;3;1963;2;1;6;3;1;7;1;2;34;1;2;2;2;2;2;2;2;08/06/2018;08/06/2018
391532750;8,30972E+14;1;2;2;1;4;1;9;9;1;1;9;1;9;9;9;9;9;1;9;9;4;4;99;9;99;9;4;4;5;3;99;9;3;3;99;9;99;9;99;9;99;9;99;9;5;3;99;9;99;9;1;1;2;1;2;2;1;2;2;1;2;2;2;2;2;1;9;9;9;1;9;1;1;9;9;9;1;1;9;9;3;2;9;1;1;9;9;9;1;1;9;9;1;9;9;9;9;9;3;2;9;9;9;3;3;9;9;3;9;9;9;9;1;9;9;9;1;9;1;1;9;9;1;9;9;3;9;9;9;3;9;3;3;9;9;3;9;9;9;1;9;1;9;9;9;9;1;9;1;9;1;99;99;9;8;8;4;99;99;9;4;3;2;99;99;9;99;99;9;99;99;9;99;99;9;8;2;1;99;99;9;8;8;1;99;99;9;1;1;5;9;3;4;5;1;9;1;1;9;5;99;6;7;99;4;1;1;1;4;4;1951;2;2;4;4;5;1;1;1;36;1;2;3;5;2;1;1;1;08/06/2018;08/06/2018
391536458;1,11439E+14;1;2;2;3;3;1;9;9;9;9;9;1;1;9;9;9;9;1;9;1;5;4;99;9;99;9;99;9;99;9;99;9;6;5;5;4;99;9;99;9;99;9;99;9;4;3;99;9;7;5;1;1;2;2;2;2;2;1;2;1;2;1;2;2;2;2;9;9;1;9;9;9;1;9;9;1;1;9;9;1;2;1;9;9;9;9;9;9;1;9;1;1;9;9;1;1;9;9;9;9;9;9;9;2;9;3;4;9;9;4;2;9;9;9;1;9;9;1;9;1;9;9;1;1;9;9;9;2;9;9;3;9;4;9;9;4;2;9;9;9;9;1;9;1;9;1;1;9;1;9;9;99;99;9;99;99;9;99;99;9;3;4;1;99;99;9;5;5;1;99;99;9;4;5;1;4;4;2;99;99;9;4;4;1;99;99;9;99;99;9;9;2;4;2;9;1;1;9;1;99;3;4;99;4;4;4;5;6;3;3;1969;1;1;5;1;1;11;1;2;42;1;1;1;10;6;2;3;6;07/06/2018;07/06/2018
391540349;1,02942E+14;3;3;2;3;3;9;9;1;9;9;1;9;1;1;1;9;9;9;9;9;99;9;99;9;5;3;99;9;99;9;3;2;99;9;3;3;2;2;2;2;99;9;99;9;99;9;99;9;99;9;1;1;2;1;2;2;2;1;2;2;2;1;1;2;2;2;9;9;9;9;9;1;1;9;9;9;1;9;1;1;3;1;9;9;1;9;9;1;1;9;9;9;9;1;9;1;9;9;9;4;9;9;3;3;9;9;9;9;3;9;3;9;1;1;9;9;9;9;1;9;9;9;1;9;1;4;3;9;9;9;9;3;9;9;9;3;9;3;9;1;9;1;9;9;9;9;1;1;9;9;1;99;99;9;4;3;1;99;99;9;4;4;1;99;99;9;99;99;9;99;99;9;99;99;9;3;3;2;3;3;2;99;99;9;99;99;9;3;3;2;9;5;2;3;9;1;1;9;1;99;4;4;99;5;2;2;3;3;3;3;1965;1;1;6;5;1;10;2;6;48;1;4;1;1;5;2;3;6;08/06/2018;08/06/2018
391544251;6,59638E+14;3;2;1;2;3;9;9;1;9;9;9;9;9;9;1;1;9;9;1;1;99;9;99;9;4;4;99;9;99;9;99;9;99;9;99;9;99;9;4;3;7;5;99;9;99;9;6;4;4;4;2;1;2;2;1;2;1;1;1;2;2;2;2;2;2;1;9;1;1;9;9;9;9;1;9;9;1;9;1;9;1;2;1;1;9;9;1;9;9;9;9;9;9;9;1;9;1;3;3;9;9;3;9;9;9;9;9;9;9;2;9;2;9;9;9;1;9;9;9;1;1;9;1;9;1;9;9;9;3;9;9;9;3;2;9;2;9;1;9;9;9;9;1;9;9;9;1;1;1;9;1;99;99;9;99;99;9;99;99;9;99;99;9;2;2;1;99;99;9;99;99;9;99;99;9;4;4;2;5;5;2;3;3;2;99;99;9;6;6;2;2;9;2;2;1;1;9;9;1;4;4;99;99;4;4;3;5;7;3;5;1963;2;2;2;1;1;7;1;2;17;1;2;2;11;2;1;1;2;08/06/2018;08/06/2018
391552332;1,46331E+14;3;3;2;3;4;1;9;9;1;9;9;1;9;9;9;9;1;9;9;1;6;4;99;9;99;9;5;5;99;9;99;9;5;4;99;9;99;9;99;9;99;9;6;4;99;9;99;9;7;5;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;9;1;9;1;1;9;9;1;9;9;1;9;9;9;2;2;9;9;9;1;1;9;9;9;9;1;9;1;9;9;1;9;9;9;2;2;9;9;9;9;4;9;2;9;9;2;9;9;9;9;1;1;1;1;1;9;9;9;9;9;9;9;9;1;2;2;4;2;9;9;9;9;1;1;9;9;9;1;9;9;9;9;9;1;1;4;5;2;5;5;1;99;99;9;99;99;9;99;99;9;7;7;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;4;4;2;6;6;1;9;2;4;1;9;1;9;1;1;99;5;99;6;3;3;4;6;7;2;3;1967;2;1;3;1;7;12;3;3;6;1;2;2;11;5;2;3;5;08/06/2018;08/06/2018
391552399;1,07908E+14;4;3;2;1;2;9;9;9;9;9;1;9;1;9;1;9;1;9;1;9;99;9;99;9;99;9;99;9;99;9;6;4;99;9;2;4;99;9;1;2;99;9;2;3;99;9;5;4;99;9;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;2;9;9;1;9;1;9;1;9;1;1;9;9;9;9;1;2;9;9;1;9;9;9;9;1;9;1;9;9;9;1;1;9;9;2;9;9;9;9;3;9;4;9;9;9;2;2;9;1;1;9;1;1;9;9;9;9;9;9;1;9;4;3;9;2;2;9;9;9;9;9;9;2;9;1;9;1;1;9;1;9;9;1;9;9;9;99;99;9;5;5;1;99;99;9;5;5;1;5;5;1;99;99;9;5;5;1;99;99;9;99;99;9;4;4;1;99;99;9;99;99;9;99;99;9;9;2;1;3;1;9;1;9;1;3;99;2;99;3;2;4;6;7;1;2;1945;1;1;6;1;5;13;1;1;37;1;2;1;1;2;2;1;1;08/06/2018;08/06/2018
391552559;5,28266E+14;4;3;1;2;4;1;9;9;1;1;1;1;9;9;9;9;9;9;9;9;1;6;99;9;99;9;8;4;2;3;8;3;8;4;99;9;99;9;99;9;99;9;99;9;99;9;99;9;99;9;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;9;9;9;1;1;9;9;9;1;1;1;9;9;9;1;1;9;1;9;1;9;1;1;9;9;1;9;9;9;9;9;9;3;9;2;9;4;4;9;9;3;9;9;9;9;9;1;9;9;9;1;9;1;9;9;1;1;9;9;3;9;9;9;4;9;3;9;9;2;2;9;9;1;9;9;9;9;1;1;9;9;1;9;9;1;4;4;1;99;99;9;99;99;9;99;99;9;99;99;9;5;5;1;6;6;1;99;99;9;99;99;9;6;6;1;99;99;9;99;99;9;3;3;1;1;9;1;4;1;1;9;1;9;3;3;99;3;99;2;5;6;7;1;2;1966;1;3;6;1;3;13;2;7;48;1;5;1;1;2;1;1;2;08/06/2018;08/06/2018
391556243;1,11144E+14;3;2;2;1;3;1;9;1;9;9;1;9;9;9;9;9;9;1;9;1;4;3;99;9;5;4;99;9;99;9;4;4;99;9;99;9;99;9;99;9;99;9;99;9;4;2;99;9;3;3;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;9;1;9;9;9;1;1;9;1;9;9;9;1;9;1;2;9;9;1;9;9;1;9;1;9;1;9;9;9;1;9;9;9;4;9;9;4;9;2;9;4;9;9;9;1;9;1;9;9;9;9;9;1;1;1;9;9;1;9;3;9;9;9;9;9;3;4;3;9;9;2;9;9;9;9;1;9;1;1;9;1;9;9;9;1;99;99;9;99;99;9;99;99;9;7;6;1;99;99;9;7;7;1;2;2;2;99;99;9;8;8;1;99;99;9;99;99;9;99;99;9;3;3;2;9;5;3;2;1;1;9;1;9;2;1;99;3;99;5;1;2;4;1;1;1980;1;1;6;5;1;97;1;1;27;1;1;1;9;6;2;4;7;08/06/2018;08/06/2018
391560284;7,6257E+14;3;1;1;2;4;9;9;9;9;1;1;9;1;9;9;1;9;9;1;9;99;9;99;9;99;9;99;9;6;4;6;5;99;9;6;5;99;9;99;9;5;4;99;9;99;9;6;4;99;9;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;9;9;9;9;1;9;9;1;1;9;9;1;9;1;2;1;9;9;1;1;1;9;1;1;9;9;9;9;9;9;9;9;9;2;2;3;9;3;3;9;9;9;9;9;9;9;9;9;1;9;9;9;9;1;9;1;1;1;9;9;9;2;9;9;9;9;1;9;1;1;2;9;9;9;9;9;1;1;1;1;1;9;9;9;9;99;99;9;99;99;9;99;99;9;99;99;9;5;5;1;6;6;1;6;7;1;6;6;1;7;7;1;99;99;9;99;99;9;99;99;9;99;99;9;2;9;1;2;1;9;9;1;1;5;99;99;5;4;3;6;7;7;2;4;1949;2;3;4;5;5;4;1;1;6;1;2;1;2;5;2;2;3;08/06/2018;08/06/2018
391563605;1,03941E+14;3;1;1;4;1;1;1;9;9;9;9;1;9;9;1;1;9;9;9;9;7;2;6;3;99;9;99;9;99;9;99;9;5;4;99;9;99;9;2;1;6;4;99;9;99;9;99;9;99;9;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;9;1;1;9;9;1;9;9;1;9;1;9;9;2;1;1;9;9;9;1;1;9;9;9;1;1;9;9;9;9;2;9;9;9;4;4;9;9;9;4;4;9;9;9;9;1;9;9;1;9;9;1;9;1;9;9;9;1;3;9;9;4;9;9;4;9;4;9;9;9;3;9;1;9;1;9;9;1;9;1;9;9;9;1;99;99;9;4;3;1;99;99;9;5;4;1;99;99;9;99;99;9;7;6;1;99;99;9;6;7;1;99;99;9;99;99;9;99;99;9;3;3;3;4;9;1;5;1;1;9;9;1;2;2;99;99;1;3;1;3;5;2;2;1968;1;1;6;1;1;14;2;7;9;1;4;1;4;2;2;1;2;08/06/2018;08/06/2018
391564193;1,47889E+14;4;3;1;3;3;1;9;1;1;9;9;9;9;9;9;9;9;1;1;9;5;3;99;9;4;3;4;3;99;9;99;9;99;9;99;9;99;9;99;9;99;9;99;9;4;3;4;3;99;9;1;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;9;1;9;1;9;9;1;9;9;9;1;1;9;9;3;2;9;9;9;1;1;9;9;9;1;1;9;9;9;1;9;9;9;9;2;2;9;9;9;1;1;9;9;9;1;9;1;9;9;1;1;9;9;1;9;9;9;1;9;2;9;9;2;2;9;9;2;9;9;9;2;9;9;1;1;9;9;9;9;9;1;9;9;1;1;99;99;9;5;5;2;5;6;2;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;5;5;2;99;99;9;99;99;9;6;6;2;5;5;2;3;9;2;2;9;1;9;1;1;99;5;99;5;5;2;5;5;5;2;2;1971;2;1;4;1;7;3;2;7;42;1;5;2;2;1;1;1;2;07/06/2018;07/06/2018
391565787;9,77611E+13;1;3;1;1;2;9;9;1;9;9;1;1;1;9;9;9;9;9;1;9;99;9;99;9;4;4;99;9;99;9;3;3;2;4;2;4;99;9;99;9;99;9;99;9;99;9;5;4;99;9;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;1;9;9;9;1;9;1;1;9;9;1;9;9;9;3;2;9;9;9;1;1;9;9;1;1;1;9;9;9;9;9;9;9;9;3;3;9;9;2;3;4;9;9;9;9;9;9;1;9;9;9;1;1;9;1;9;9;9;1;9;3;9;9;9;3;3;9;2;9;9;9;1;1;1;9;9;9;1;9;1;9;1;9;9;9;5;6;2;2;3;3;99;99;9;99;99;9;99;99;9;7;6;1;99;99;9;5;7;1;99;99;9;5;5;2;99;99;9;99;99;9;99;99;9;5;9;3;4;1;1;9;9;1;3;4;99;99;3;3;2;4;6;4;4;1979;1;1;5;1;1;13;1;1;36;1;2;1;5;6;2;3;7;07/06/2018;07/06/2018
391565891;1,0021E+14;1;1;2;4;4;1;9;1;1;9;1;9;9;9;9;9;9;1;9;9;1;1;99;9;5;2;5;3;99;9;3;2;99;9;99;9;99;9;99;9;99;9;99;9;3;3;99;9;99;9;1;1;1;1;2;2;1;2;1;1;2;1;2;2;2;2;1;1;9;1;9;9;9;1;1;9;9;9;9;9;3;1;9;9;1;9;1;9;1;9;9;9;1;9;9;1;9;9;9;2;9;2;9;3;9;9;9;4;9;9;5;9;1;1;1;1;9;9;1;9;9;9;9;9;9;3;4;4;4;9;9;4;9;9;9;9;9;9;9;1;1;1;1;9;9;9;9;9;9;1;9;99;99;9;5;6;1;5;5;1;7;7;1;5;6;1;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;99;99;9;3;3;1;99;99;9;9;2;2;4;1;1;1;9;9;1;1;2;99;99;2;5;7;7;3;2;1962;1;1;3;1;1;13;2;6;55;1;4;1;11;5;2;4;7;07/06/2018;07/06/2018
391566146;9,54392E+14;3;3;1;3;2;9;1;9;9;9;1;9;9;9;9;9;1;1;9;1;99;9;4;4;99;9;99;9;99;9;4;5;99;9;99;9;99;9;99;9;99;9;4;5;4;4;99;9;4;4;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;9;1;9;1;9;9;9;9;1;9;9;1;9;3;2;9;1;1;9;9;9;9;1;9;9;9;1;1;9;9;9;2;2;9;9;9;9;2;9;9;9;2;2;9;9;9;1;1;9;9;1;9;9;1;1;9;9;9;9;2;2;9;9;2;9;9;2;2;9;9;9;9;1;9;9;1;9;1;9;9;1;1;9;9;99;99;9;3;4;2;99;99;9;99;99;9;4;4;2;99;99;9;4;4;2;99;99;9;99;99;9;5;4;2;3;3;2;99;99;9;99;99;9;2;9;1;1;9;1;1;9;1;99;3;4;99;3;2;4;5;6;3;3;1944;2;1;2;1;2;6;1;1;25;1;2;1;5;5;2;2;3;08/06/2018;08/06/2018
391572084;1,02942E+14;1;3;1;1;4;9;9;1;9;9;9;9;1;9;9;9;1;9;9;1;99;9;99;9;2;3;99;9;99;9;99;9;99;9;2;3;99;9;99;9;99;9;3;4;99;9;99;9;5;4;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;9;9;1;1;1;9;9;9;9;9;1;1;9;9;1;1;9;1;9;9;1;9;1;9;9;1;9;9;9;9;1;9;2;9;9;2;9;2;9;9;2;9;9;9;9;2;9;9;1;9;9;1;9;1;9;9;9;1;1;9;9;2;9;9;3;9;1;9;9;9;3;2;1;9;9;1;1;9;1;9;9;9;9;1;9;3;4;1;99;99;9;99;99;9;2;3;2;5;5;2;99;99;9;4;3;1;99;99;9;99;99;9;99;99;9;99;99;9;3;3;3;99;99;9;2;9;1;4;1;9;1;9;1;2;99;6;99;4;3;1;2;3;1;1;1970;1;1;6;1;1;7;2;6;36;1;3;2;2;2;1;1;2;07/06/2018;07/06/2018
391572098;8,99232E+14;3;2;2;1;1;9;9;9;9;1;9;9;9;1;1;1;1;9;9;9;99;9;99;9;99;9;99;9;2;5;99;9;99;9;99;9;7;5;4;3;6;5;4;4;99;9;99;9;99;9;1;2;2;2;2;2;1;1;1;1;2;1;2;2;2;2;1;1;9;9;9;9;9;1;9;1;1;9;9;9;5;1;9;9;9;1;9;9;9;1;9;1;9;1;9;1;9;9;9;9;4;9;9;9;2;9;4;9;2;9;2;9;9;1;9;9;9;1;1;9;9;9;9;1;1;9;4;9;9;9;4;4;9;9;9;9;3;3;1;1;1;9;9;9;1;9;9;9;9;1;9;5;7;1;6;6;2;6;6;1;99;99;9;99;99;9;99;99;9;7;7;2;99;99;9;99;99;9;99;99;9;99;99;9;7;7;1;99;99;9;9;2;1;1;9;1;9;1;1;99;2;99;4;5;4;3;4;6;5;5;1980;1;1;3;1;1;4;2;7;31;1;4;2;1;4;2;2;6;08/06/2018;08/06/2018
